[19:26:24] [ERR] Failed to check the state of sock (session id: 07c89cbf-b381-4539-8429-81a2e0c619da, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:12:17] [ERR] Failed to check the state of sock (session id: db59827a-92ee-4ce1-9d81-3395aa9514c6, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:12:27] [ERR] Failed to check the state of sock (session id: db59827a-92ee-4ce1-9d81-3395aa9514c6, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:12:37] [ERR] Failed to check the state of sock (session id: db59827a-92ee-4ce1-9d81-3395aa9514c6, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:13:38] [ERR] Failed to check the state of sock (session id: 07a43591-4c1c-4b38-9f51-477266fb5ac5, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:13:48] [ERR] Failed to check the state of sock (session id: 07a43591-4c1c-4b38-9f51-477266fb5ac5, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:13:58] [ERR] Failed to check the state of sock (session id: 07a43591-4c1c-4b38-9f51-477266fb5ac5, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:14:08] [ERR] Failed to check the state of sock (session id: 07a43591-4c1c-4b38-9f51-477266fb5ac5, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:14:18] [ERR] Failed to check the state of sock (session id: 07a43591-4c1c-4b38-9f51-477266fb5ac5, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:15:49] [ERR] Failed to check the state of sock (session id: a8df6011-f017-4bec-a01d-01a6a832635e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:15:59] [ERR] Failed to check the state of sock (session id: a8df6011-f017-4bec-a01d-01a6a832635e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:16:09] [ERR] Failed to check the state of sock (session id: a8df6011-f017-4bec-a01d-01a6a832635e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:16:19] [ERR] Failed to check the state of sock (session id: a8df6011-f017-4bec-a01d-01a6a832635e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:16:29] [ERR] Failed to check the state of sock (session id: a8df6011-f017-4bec-a01d-01a6a832635e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:17:40] [ERR] Failed to check the state of sock (session id: 2abfe86b-e713-4274-9e0d-131df8bf1f4e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:17:50] [ERR] Failed to check the state of sock (session id: 2abfe86b-e713-4274-9e0d-131df8bf1f4e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:18:00] [ERR] Failed to check the state of sock (session id: 2abfe86b-e713-4274-9e0d-131df8bf1f4e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:18:10] [ERR] Failed to check the state of sock (session id: 2abfe86b-e713-4274-9e0d-131df8bf1f4e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:18:20] [ERR] Failed to check the state of sock (session id: 2abfe86b-e713-4274-9e0d-131df8bf1f4e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:19:51] [ERR] Failed to check the state of sock (session id: 113f35ae-7d6d-472e-93a6-1726b85efb36, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:20:01] [ERR] Failed to check the state of sock (session id: 113f35ae-7d6d-472e-93a6-1726b85efb36, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:20:11] [ERR] Failed to check the state of sock (session id: 113f35ae-7d6d-472e-93a6-1726b85efb36, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:20:21] [ERR] Failed to check the state of sock (session id: 113f35ae-7d6d-472e-93a6-1726b85efb36, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:20:31] [ERR] Failed to check the state of sock (session id: 113f35ae-7d6d-472e-93a6-1726b85efb36, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:21:22] [ERR] Failed to check the state of sock (session id: d4afc98a-8242-4fcf-9ecf-8c4458b0d173, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:21:32] [ERR] Failed to check the state of sock (session id: d4afc98a-8242-4fcf-9ecf-8c4458b0d173, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:21:42] [ERR] Failed to check the state of sock (session id: d4afc98a-8242-4fcf-9ecf-8c4458b0d173, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:21:52] [ERR] Failed to check the state of sock (session id: d4afc98a-8242-4fcf-9ecf-8c4458b0d173, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:22:02] [ERR] Failed to check the state of sock (session id: d4afc98a-8242-4fcf-9ecf-8c4458b0d173, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:23:04] [ERR] Failed to check the state of sock (session id: 81545fc9-6206-4e7f-ad57-42ef7930e570, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:23:14] [ERR] Failed to check the state of sock (session id: 81545fc9-6206-4e7f-ad57-42ef7930e570, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:23:24] [ERR] Failed to check the state of sock (session id: 81545fc9-6206-4e7f-ad57-42ef7930e570, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:23:34] [ERR] Failed to check the state of sock (session id: 81545fc9-6206-4e7f-ad57-42ef7930e570, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:23:44] [ERR] Failed to check the state of sock (session id: 81545fc9-6206-4e7f-ad57-42ef7930e570, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:25:05] [ERR] Failed to check the state of sock (session id: 39804cf8-4134-428e-ae14-34f47fd65f42, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:25:15] [ERR] Failed to check the state of sock (session id: 39804cf8-4134-428e-ae14-34f47fd65f42, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:25:25] [ERR] Failed to check the state of sock (session id: 39804cf8-4134-428e-ae14-34f47fd65f42, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:25:35] [ERR] Failed to check the state of sock (session id: 39804cf8-4134-428e-ae14-34f47fd65f42, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:25:45] [ERR] Failed to check the state of sock (session id: 39804cf8-4134-428e-ae14-34f47fd65f42, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:27:06] [ERR] Failed to check the state of sock (session id: 731d4507-43c8-4564-8c96-fd64a1014a5b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:27:16] [ERR] Failed to check the state of sock (session id: 731d4507-43c8-4564-8c96-fd64a1014a5b, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:27:26] [ERR] Failed to check the state of sock (session id: 731d4507-43c8-4564-8c96-fd64a1014a5b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:27:36] [ERR] Failed to check the state of sock (session id: 731d4507-43c8-4564-8c96-fd64a1014a5b, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:27:46] [ERR] Failed to check the state of sock (session id: 731d4507-43c8-4564-8c96-fd64a1014a5b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:29:07] [ERR] Failed to check the state of sock (session id: 8478fd3e-e8bf-41dc-9045-4e8ac1739fbd, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:29:17] [ERR] Failed to check the state of sock (session id: 8478fd3e-e8bf-41dc-9045-4e8ac1739fbd, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:29:27] [ERR] Failed to check the state of sock (session id: 8478fd3e-e8bf-41dc-9045-4e8ac1739fbd, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:29:37] [ERR] Failed to check the state of sock (session id: 8478fd3e-e8bf-41dc-9045-4e8ac1739fbd, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:29:47] [ERR] Failed to check the state of sock (session id: 8478fd3e-e8bf-41dc-9045-4e8ac1739fbd, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:30:48] [ERR] Failed to check the state of sock (session id: 89bd7940-5daf-49d6-8f3a-2c4bfa0a5aca, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:30:58] [ERR] Failed to check the state of sock (session id: 89bd7940-5daf-49d6-8f3a-2c4bfa0a5aca, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:31:08] [ERR] Failed to check the state of sock (session id: 89bd7940-5daf-49d6-8f3a-2c4bfa0a5aca, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:31:18] [ERR] Failed to check the state of sock (session id: 89bd7940-5daf-49d6-8f3a-2c4bfa0a5aca, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:31:28] [ERR] Failed to check the state of sock (session id: 89bd7940-5daf-49d6-8f3a-2c4bfa0a5aca, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:32:49] [ERR] Failed to check the state of sock (session id: 83ee2be5-3b53-43e2-b76e-0420dd552034, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:32:59] [ERR] Failed to check the state of sock (session id: 83ee2be5-3b53-43e2-b76e-0420dd552034, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:33:09] [ERR] Failed to check the state of sock (session id: 83ee2be5-3b53-43e2-b76e-0420dd552034, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:33:19] [ERR] Failed to check the state of sock (session id: 83ee2be5-3b53-43e2-b76e-0420dd552034, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:33:29] [ERR] Failed to check the state of sock (session id: 83ee2be5-3b53-43e2-b76e-0420dd552034, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:34:41] [ERR] Failed to check the state of sock (session id: dbe03d1e-8f62-4b3c-a9d2-7b0238f66954, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:34:51] [ERR] Failed to check the state of sock (session id: dbe03d1e-8f62-4b3c-a9d2-7b0238f66954, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:35:01] [ERR] Failed to check the state of sock (session id: dbe03d1e-8f62-4b3c-a9d2-7b0238f66954, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:35:11] [ERR] Failed to check the state of sock (session id: dbe03d1e-8f62-4b3c-a9d2-7b0238f66954, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:35:21] [ERR] Failed to check the state of sock (session id: dbe03d1e-8f62-4b3c-a9d2-7b0238f66954, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:36:42] [ERR] Failed to check the state of sock (session id: 5619c25a-5499-455f-989f-6f15c4c955a8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:36:52] [ERR] Failed to check the state of sock (session id: 5619c25a-5499-455f-989f-6f15c4c955a8, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:37:02] [ERR] Failed to check the state of sock (session id: 5619c25a-5499-455f-989f-6f15c4c955a8, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:37:12] [ERR] Failed to check the state of sock (session id: 5619c25a-5499-455f-989f-6f15c4c955a8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:37:22] [ERR] Failed to check the state of sock (session id: 5619c25a-5499-455f-989f-6f15c4c955a8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:38:33] [ERR] Failed to check the state of sock (session id: c5e395b0-aed7-4204-a689-5a436d0073d4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:38:43] [ERR] Failed to check the state of sock (session id: c5e395b0-aed7-4204-a689-5a436d0073d4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:38:53] [ERR] Failed to check the state of sock (session id: c5e395b0-aed7-4204-a689-5a436d0073d4, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:39:03] [ERR] Failed to check the state of sock (session id: c5e395b0-aed7-4204-a689-5a436d0073d4, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:39:13] [ERR] Failed to check the state of sock (session id: c5e395b0-aed7-4204-a689-5a436d0073d4, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:40:04] [ERR] Failed to check the state of sock (session id: a0142ed7-d8fe-4725-ad6f-aa64648803c0, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:40:14] [ERR] Failed to check the state of sock (session id: a0142ed7-d8fe-4725-ad6f-aa64648803c0, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:40:24] [ERR] Failed to check the state of sock (session id: a0142ed7-d8fe-4725-ad6f-aa64648803c0, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:40:34] [ERR] Failed to check the state of sock (session id: a0142ed7-d8fe-4725-ad6f-aa64648803c0, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:40:44] [ERR] Failed to check the state of sock (session id: a0142ed7-d8fe-4725-ad6f-aa64648803c0, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:41:55] [ERR] Failed to check the state of sock (session id: ab031f95-3777-4551-8b4e-c2655ca0a12d, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:42:05] [ERR] Failed to check the state of sock (session id: ab031f95-3777-4551-8b4e-c2655ca0a12d, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:42:15] [ERR] Failed to check the state of sock (session id: ab031f95-3777-4551-8b4e-c2655ca0a12d, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:42:25] [ERR] Failed to check the state of sock (session id: ab031f95-3777-4551-8b4e-c2655ca0a12d, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:42:35] [ERR] Failed to check the state of sock (session id: ab031f95-3777-4551-8b4e-c2655ca0a12d, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:43:36] [ERR] Failed to check the state of sock (session id: 29bdbb02-5e1a-45cb-b49d-a328304f2f0f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:43:46] [ERR] Failed to check the state of sock (session id: 29bdbb02-5e1a-45cb-b49d-a328304f2f0f, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:43:56] [ERR] Failed to check the state of sock (session id: 29bdbb02-5e1a-45cb-b49d-a328304f2f0f, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:44:06] [ERR] Failed to check the state of sock (session id: 29bdbb02-5e1a-45cb-b49d-a328304f2f0f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:44:16] [ERR] Failed to check the state of sock (session id: 29bdbb02-5e1a-45cb-b49d-a328304f2f0f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:45:17] [ERR] Failed to check the state of sock (session id: 47eb31a5-6ace-4d59-8753-4bfcec492d6b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:45:27] [ERR] Failed to check the state of sock (session id: 47eb31a5-6ace-4d59-8753-4bfcec492d6b, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:45:37] [ERR] Failed to check the state of sock (session id: 47eb31a5-6ace-4d59-8753-4bfcec492d6b, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:45:47] [ERR] Failed to check the state of sock (session id: 47eb31a5-6ace-4d59-8753-4bfcec492d6b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:45:57] [ERR] Failed to check the state of sock (session id: 47eb31a5-6ace-4d59-8753-4bfcec492d6b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:47:28] [ERR] Failed to check the state of sock (session id: 45da4653-886c-46f5-9b7e-e5619463c410, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:47:39] [ERR] Failed to check the state of sock (session id: 45da4653-886c-46f5-9b7e-e5619463c410, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:47:49] [ERR] Failed to check the state of sock (session id: 45da4653-886c-46f5-9b7e-e5619463c410, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:47:59] [ERR] Failed to check the state of sock (session id: 45da4653-886c-46f5-9b7e-e5619463c410, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:48:09] [ERR] Failed to check the state of sock (session id: 45da4653-886c-46f5-9b7e-e5619463c410, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:49:40] [ERR] Failed to check the state of sock (session id: ef08c26a-bce9-48cd-8c4a-5be0a2249a18, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:49:50] [ERR] Failed to check the state of sock (session id: ef08c26a-bce9-48cd-8c4a-5be0a2249a18, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:50:00] [ERR] Failed to check the state of sock (session id: ef08c26a-bce9-48cd-8c4a-5be0a2249a18, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:50:10] [ERR] Failed to check the state of sock (session id: ef08c26a-bce9-48cd-8c4a-5be0a2249a18, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:50:20] [ERR] Failed to check the state of sock (session id: ef08c26a-bce9-48cd-8c4a-5be0a2249a18, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:51:41] [ERR] Failed to check the state of sock (session id: af733486-b8da-4041-91ab-00582a28c08a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:51:51] [ERR] Failed to check the state of sock (session id: af733486-b8da-4041-91ab-00582a28c08a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:52:01] [ERR] Failed to check the state of sock (session id: af733486-b8da-4041-91ab-00582a28c08a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:52:11] [ERR] Failed to check the state of sock (session id: af733486-b8da-4041-91ab-00582a28c08a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:52:21] [ERR] Failed to check the state of sock (session id: af733486-b8da-4041-91ab-00582a28c08a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:53:53] [ERR] Failed to check the state of sock (session id: be14756c-45f5-4885-8992-6f175536a66c, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:54:03] [ERR] Failed to check the state of sock (session id: be14756c-45f5-4885-8992-6f175536a66c, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:54:13] [ERR] Failed to check the state of sock (session id: be14756c-45f5-4885-8992-6f175536a66c, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:54:23] [ERR] Failed to check the state of sock (session id: be14756c-45f5-4885-8992-6f175536a66c, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:54:33] [ERR] Failed to check the state of sock (session id: be14756c-45f5-4885-8992-6f175536a66c, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:55:33] [ERR] Failed to check the state of sock (session id: 14bb35a6-b8f6-4c3d-829a-5a731f4e575b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:55:44] [ERR] Failed to check the state of sock (session id: 14bb35a6-b8f6-4c3d-829a-5a731f4e575b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:55:54] [ERR] Failed to check the state of sock (session id: 14bb35a6-b8f6-4c3d-829a-5a731f4e575b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:56:04] [ERR] Failed to check the state of sock (session id: 14bb35a6-b8f6-4c3d-829a-5a731f4e575b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:56:14] [ERR] Failed to check the state of sock (session id: 14bb35a6-b8f6-4c3d-829a-5a731f4e575b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:57:35] [ERR] Failed to check the state of sock (session id: 6cb327b0-69a3-4c5b-a5af-ece99900bb3c, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:57:45] [ERR] Failed to check the state of sock (session id: 6cb327b0-69a3-4c5b-a5af-ece99900bb3c, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:57:55] [ERR] Failed to check the state of sock (session id: 6cb327b0-69a3-4c5b-a5af-ece99900bb3c, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:58:05] [ERR] Failed to check the state of sock (session id: 6cb327b0-69a3-4c5b-a5af-ece99900bb3c, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:58:15] [ERR] Failed to check the state of sock (session id: 6cb327b0-69a3-4c5b-a5af-ece99900bb3c, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:59:46] [ERR] Failed to check the state of sock (session id: 898e6a9e-2258-4fa8-9eb9-dbeda84b2847, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:59:56] [ERR] Failed to check the state of sock (session id: 898e6a9e-2258-4fa8-9eb9-dbeda84b2847, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:00:06] [ERR] Failed to check the state of sock (session id: 898e6a9e-2258-4fa8-9eb9-dbeda84b2847, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:00:16] [ERR] Failed to check the state of sock (session id: 898e6a9e-2258-4fa8-9eb9-dbeda84b2847, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:00:26] [ERR] Failed to check the state of sock (session id: 898e6a9e-2258-4fa8-9eb9-dbeda84b2847, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:01:47] [ERR] Failed to check the state of sock (session id: 73280291-1711-4260-abf4-d6887ffa5f97, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:01:57] [ERR] Failed to check the state of sock (session id: 73280291-1711-4260-abf4-d6887ffa5f97, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:02:07] [ERR] Failed to check the state of sock (session id: 73280291-1711-4260-abf4-d6887ffa5f97, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:02:17] [ERR] Failed to check the state of sock (session id: 73280291-1711-4260-abf4-d6887ffa5f97, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:02:27] [ERR] Failed to check the state of sock (session id: 73280291-1711-4260-abf4-d6887ffa5f97, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:03:48] [ERR] Failed to check the state of sock (session id: 12c56d32-0047-4a76-95f1-19fb9c09096b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:03:58] [ERR] Failed to check the state of sock (session id: 12c56d32-0047-4a76-95f1-19fb9c09096b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:04:08] [ERR] Failed to check the state of sock (session id: 12c56d32-0047-4a76-95f1-19fb9c09096b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:04:18] [ERR] Failed to check the state of sock (session id: 12c56d32-0047-4a76-95f1-19fb9c09096b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:04:28] [ERR] Failed to check the state of sock (session id: 12c56d32-0047-4a76-95f1-19fb9c09096b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:05:59] [ERR] Failed to check the state of sock (session id: 00502784-50d4-4f1f-b5b6-1ad38b74c699, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:06:09] [ERR] Failed to check the state of sock (session id: 00502784-50d4-4f1f-b5b6-1ad38b74c699, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:06:19] [ERR] Failed to check the state of sock (session id: 00502784-50d4-4f1f-b5b6-1ad38b74c699, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:06:29] [ERR] Failed to check the state of sock (session id: 00502784-50d4-4f1f-b5b6-1ad38b74c699, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:06:39] [ERR] Failed to check the state of sock (session id: 00502784-50d4-4f1f-b5b6-1ad38b74c699, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:08:10] [ERR] Failed to check the state of sock (session id: b5b68b30-0a16-4221-a3f9-7e631163d6fb, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:08:20] [ERR] Failed to check the state of sock (session id: b5b68b30-0a16-4221-a3f9-7e631163d6fb, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:08:30] [ERR] Failed to check the state of sock (session id: b5b68b30-0a16-4221-a3f9-7e631163d6fb, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:08:40] [ERR] Failed to check the state of sock (session id: b5b68b30-0a16-4221-a3f9-7e631163d6fb, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:08:50] [ERR] Failed to check the state of sock (session id: b5b68b30-0a16-4221-a3f9-7e631163d6fb, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:09:51] [ERR] Failed to check the state of sock (session id: 6a06a6d7-c4db-44f2-9677-521e5d325d40, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:10:01] [ERR] Failed to check the state of sock (session id: 6a06a6d7-c4db-44f2-9677-521e5d325d40, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[23:10:11] [ERR] Failed to check the state of sock (session id: 6a06a6d7-c4db-44f2-9677-521e5d325d40, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[23:10:21] [ERR] Failed to check the state of sock (session id: 6a06a6d7-c4db-44f2-9677-521e5d325d40, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
